162.158.175.6 - - [22/Aug/2024:01:24:16 +0300] "GET /proekt-karkasnogo-doma-sdt-aeroport/ HTTP/1.0" 200 60260 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.119 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
172.69.50.201 - - [22/Aug/2024:01:25:19 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 12; amn-lx9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.164 Mobile Safari/537.36"
172.69.50.201 - - [22/Aug/2024:01:25:19 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 12; amn-lx9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.6045.164 Mobile Safari/537.36"
172.71.184.190 - - [22/Aug/2024:01:26:48 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 14; vivo 1820) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.103 Mobile Safari/537.36"
172.71.184.190 - - [22/Aug/2024:01:26:49 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 14; vivo 1820) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.103 Mobile Safari/537.36"
162.158.182.184 - - [22/Aug/2024:01:28:03 +0300] "GET /robots.txt HTTP/1.0" 304 - "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
162.158.183.200 - - [22/Aug/2024:01:28:03 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
162.158.183.47 - - [22/Aug/2024:01:29:54 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 10; lm-v500n) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.64 Mobile Safari/537.36 YaApp_Android/9.20 YaSearchBrowser/9.85"
172.71.184.191 - - [22/Aug/2024:01:29:54 +0300] "POST /wp-cron.php?doing_wp_cron=1724279394.1440560817718505859375 HTTP/1.0" 200 - "-" "WordPress/6.6.1; https://dpk-stroy.ru"
162.158.183.47 - - [22/Aug/2024:01:29:56 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 10; lm-v500n) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.64 Mobile Safari/537.36 YaApp_Android/9.20 YaSearchBrowser/9.85"
162.158.187.24 - - [22/Aug/2024:01:31:22 +0300] "GET /robots.txt HTTP/1.0" 403 314101 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
172.71.184.187 - - [22/Aug/2024:01:31:31 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 14; samsung sm-g985f) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.72 Mobile Safari/537.36"
172.71.184.187 - - [22/Aug/2024:01:31:32 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 14; samsung sm-g985f) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.72 Mobile Safari/537.36"
172.71.184.189 - - [22/Aug/2024:01:32:32 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 13; els-nx9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.120 Mobile Safari/537.36 YandexSearch/7.52 YaSearchBrowser/10.51"
172.71.184.189 - - [22/Aug/2024:01:32:32 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 13; els-nx9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.120 Mobile Safari/537.36 YandexSearch/7.52 YaSearchBrowser/10.51"
172.71.184.187 - - [22/Aug/2024:01:32:37 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Windows NT 10.0Win64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.188 Safari/537.36"
172.71.184.187 - - [22/Aug/2024:01:32:38 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Windows NT 10.0Win64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.188 Safari/537.36"
172.71.184.187 - - [22/Aug/2024:01:35:01 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 10; sm-n981u) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.72 Mobile Safari/537.36"
172.71.184.187 - - [22/Aug/2024:01:35:02 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 10; sm-n981u) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.72 Mobile Safari/537.36"
162.158.183.228 - - [22/Aug/2024:01:37:59 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 13; bf7n) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.6312.81 Mobile Safari/537.36"
162.158.183.228 - - [22/Aug/2024:01:38:00 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 13; bf7n) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.6312.81 Mobile Safari/537.36"
172.71.184.186 - - [22/Aug/2024:01:38:41 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 14; sm-f711b) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.103 Mobile Safari/537.36"
172.71.184.186 - - [22/Aug/2024:01:38:41 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 14; sm-f711b) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.103 Mobile Safari/537.36"
162.158.183.228 - - [22/Aug/2024:01:39:40 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 13; Redmi Note 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.71 Mobile Safari/537.36"
162.158.183.228 - - [22/Aug/2024:01:39:41 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 13; Redmi Note 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.71 Mobile Safari/537.36"
162.158.183.228 - - [22/Aug/2024:01:39:56 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 13; rmx1927) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.122} Mobile Safari/537.36"
162.158.183.228 - - [22/Aug/2024:01:39:56 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 13; rmx1927) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.122} Mobile Safari/537.36"
172.71.184.186 - - [22/Aug/2024:01:40:42 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 13; cph2631) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.64 Mobile Safari/537.36"
172.71.184.186 - - [22/Aug/2024:01:40:42 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 13; cph2631) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6533.64 Mobile Safari/537.36"
162.158.183.76 - - [22/Aug/2024:01:40:46 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; Android 14; tecno kc8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.54 Mobile Safari/537.36 YaApp_Android/23.12.1 YaSearchBrowser/10.51"
162.158.183.76 - - [22/Aug/2024:01:40:47 +0300] "POST /antibot9/8.php HTTP/1.0" 200 7 "https://dpk-stroy.ru/" "Mozilla/5.0 (Linux; Android 14; tecno kc8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.54 Mobile Safari/537.36 YaApp_Android/23.12.1 YaSearchBrowser/10.51"
162.158.182.9 - - [22/Aug/2024:01:41:14 +0300] "GET / HTTP/1.0" 200 72578 "-" "Mozilla/5.0 (Linux; arm_64; Android 10; IN2025) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.144 Mobile Safari/537.36 YandexSearch/7.52 YaSearchBrowser/9.20"
